Airports with ACARS Soundings. Downloaded from: https://rucsoundings.noaa.gov/airports.html

GSD_ID name wmoid  lat     lon   elev(m) Description
1425 SOCA  81405    4.82  -52.36    8 Rochambeau/Cayenne, French Guiana
1510  SPD      0   31.14  121.79    3 Shanghai/Pudong
0260  SPI  72439   39.85  -89.67  187 Springfield/Cptl, IL
1096 SPIM      0  -12.00  -77.10   13 Lima
0583  SPS  72351   33.97  -98.48  314 Sheppard Afb, TX
2641  SQD  54857   36.26  120.38   10 Qingdao/Liuting, CI
0296  SRQ      0   27.40  -82.55    7 Sarasota, FL
0316  SSS      0   -5.90  147.95 9999 Siassi, Papua New Guinea
0840  SSY  94767  -33.95  151.18    3 Sydney Intl, NW
2158  STC      0   45.55  -94.06  313 St Cloud Regional
0157  STL  72434   38.74  -90.36  184 Saint Louis, MO
0235  STN   3683   51.88    0.23  106 London-Stansted, UK
0725  STT      0   18.33  -64.97    4 Charlotte Amali, VI/US
0501  STX      0   17.70  -64.80   18 Christiansted,, VI/US
0307 SUMU      0  -34.78  -56.13 9999 Montevideo, Uruguay
2156  SUX      0   42.40  -96.38  334 Sioux Gateway/Col. Bud Day Field
1097 SVMI      0   10.60  -66.90   47 Caracas
0158  SWF  90028   41.50  -74.10  143 Stewart/Newburgh, NY
0251  SYD  94767  -33.95  151.18    3 Sydney Intl, AU
0159  SYR  72519   43.12  -76.12  128 Syracuse/Hancock, NY
0612  TBD  48456   13.92  100.60   12 Bangkok/Don Mua, TH
1515 TBPB  78954   13.07  -59.49   52 Grantley Adams, Barbados
0594  TEW      0   42.57  -84.41  280 Mason, MI
1424 TFFF  78925   14.59  -61.00    5 Le Lamentin/Fort De France, Martinique
1423 TFFR  78897   16.27  -61.53   11 Le Raizet/Pointe-a-Pitre, Guadaloupe
0250  TIS  94175  -10.58  142.22   61 Thursday Island, AU
0834 TIST  17060   40.97   28.82   37 Istanbul/Atatur TU
0195  TJS  78526   18.43  -66.00   19 San Juan, PR
0582 TJSJ  78526   18.43  -66.00   19 San Juan, PR
0496  TKA  70251   62.30 -150.10  109 Talkeetna, AK
0680  TKJ      0   63.32 -142.72  509 Tok, AK
2946  TKU      0   60.51   22.26   49 Turku, FI
0160  TLH  72214   30.38  -84.37   21 Tallahassee, FL
2933  TLL      0   59.42   24.80   40 Tallin, EE
2802  TLL      0   59.42   24.80   40 Tallin, EE
2948  TMP      0   61.41   23.60  119 Tampere, FI
1098 TNCA      0   12.50  -70.00   32 Aruba
1516 TNCB  78990   12.13  -68.27    6 Bonaire, Neth. Antilles
1517 TNCC  78988   12.19  -68.96    9 Curacao, Neth. Antilles
1518 TNCM  78866   18.04  -63.11    4 St. Maarten, Neth. Antilles
2155  TOL      0   41.59  -83.81  208 Toledo Express
0161  TPA  72211   27.97  -82.53    3 Tampa/St. Petersburg, FL
0222  TPE  46686   25.08  121.22   33 Taipei - Chiang Kaisek, TW
1558  TPP      0   10.60  -61.34   17 Port of Spain/Piarco, TT
2154  TRI      0   36.48  -82.41  462 Tri-cities Rgnl Tn/va
2923  TSE  35188   51.02   71.47  355 Astana Intl, KZ
2926  TSR  15247   45.81   21.34  106 Timisoara, RO
0325  TTC  64756   13.85   20.85  549 Abeche, Chad
1674 TTPP      0   10.60  -61.34   17 Port of Spain/Piarco, TT
2504  TTT  38457   41.26   69.28  431 Tashkent/Yuzhny, Uzbekistan
0162  TUL  72356   36.20  -95.90  206 Tulsa, OK
2153  TUP      0   34.27  -88.77  105 Tupelo Rgnl
0163  TUS  72274   32.12 -110.93  787 Tucson, AZ
2152  TVC      0   44.74  -85.58  190 Cherry Capital
2151  TVF      0   48.07  -96.18  340 Thief River Falls Regional
0200  TXK      0   33.45  -94.00  122 Texarkana Muni, AR
0164  TYO  47662   35.68  139.77   36 Narita, Tokyo, JP
0165  TYS  72326   35.82  -83.98  299 Knoxville, TN
1100 UAAA      0   43.20   76.90  851 Almaty, Kazakhstan
1379 UBBB      0   40.47   50.05    3 Bina/Baku, Azerbaijan
1846  UCK  57516   29.72  106.64  416 Chongqing/Jiangbei, CI
2924  UFA  28722   54.56   55.87  137 Ufa Intl, RU
3041 UGTB      0   41.67   44.95  495 Tbilisi/Novoalexeyevka, GG
1101 UKBB      0   50.40   30.90  130 Kiev/Borispol
1102 UKKK      0   50.50   30.50  178 Kiev/Zhulyany
1103 ULLI      0   60.00   30.30   24 St. Petersburg
2563 UMMS  26850   53.93   27.63  231 Minsk, Belarus
2856  UNK  70207   63.90 -160.80    6 UNALAKLEET, AK
1104 USPP      0   57.90   56.00  170 Perm
1105 USSS      0   56.80   60.90  283 Ekaterinburg
1376 UTAA      0   37.99   58.63  211 Ashgabat, Turkmenistan
1391 UTTT  38457   41.26   69.28  431 Tashkent/Yuzhny, Uzbekistan
1106 UUEE      0   55.90   37.40  192 Moscow/Sheremetyevo
1107 UWKD      0   55.60   49.30  116 Kazan
1108 UWWW      0   53.10   50.10   39 Samara
2945  VAA      0   63.04   21.76    6 Vaasa, FI
1109 VABB      0   19.10   72.80    3 Bombay
0367  VCP  83781  -23.50  -46.62  792 Sao Paulo-Viracopos, Brazil
0287  VCV      0   34.58 -117.38  876 George AFB, CA
1110 VECC      0   22.70   88.40    6 Calcutta
1111 VGTJ      0   23.70   90.40    9 Dhaka
0166 VHHH  45007   22.33  114.18   24 Hong Kong Intl, HK
0228 VHXX      0  -34.52  144.83 9999 Hay N.S.W., AU
0167 VIDD  42182   28.58   77.20  216 Delhi/Safdarjun, IN
0213 VIDP      0   28.57   77.10  236 New Delhi, IN
0328  VMI  80415   10.60  -66.98   48 Caracas/Bolivar, Venezuela
2100 VOBG  43295   12.95   77.67  888 Bangalore, IN
1113 VOMM      0   13.00   80.20   15 Madras
0168 VTBD  48456   13.92  100.60   12 Bangkok/Don Mua, TH
0169  WJF  90032   34.73 -118.22  728 Lancaster, CA
0499  WKB      0  -36.32  142.42  121 Warracknabeal
0448  WKC  71075   58.18 -103.68  492 Collins Bay, SK/CN
0563  WKD  71382   50.73  -71.02  497 Parc Des Laurn, QB/CN
0434  WKM      0   69.62 -140.20   13 Komakuk Beach, YK/CN
0509  WKO  71135   49.17 -105.98  917 Rockglen, SK/CN
1353  WKR      0   43.97  -79.57  390 King Radar Site, CN
0427  WKS      0   52.25 -122.72  937 Sikanni Chief, BC/CN
2932  WRO      0   51.10   16.89  123 Wroclaw, PL
1935 WSAP      0   15.50  -88.02 9999 San Pedro Sula, HN
0219 WSSS  48698    1.37  103.85   16 Singapore/Chang, SR
0290  XKF  78016   32.37  -64.68    6 Kindley Field, BE
2149  XNA      0   36.28  -94.31  392 Northwest Arkansas Rgnl
1243  XNN      0   36.28  -94.30  392 NW Arkansas Rgnl Arpt, AR
1282  XXX  57558   29.13  110.47  184 Zhangjaijie/Hehua, CI
1130 YARG      0  -16.63  128.45  159 Argyle
1131 YAYE      0  -25.18  130.97  496 Ayers Rock
1132 YBAS      0  -23.80  133.88  547 Alice Springs
0803 YBBN  94578  -27.38  153.10    5 Brisbane Intl A, QU/AU
1134 YBCG      0  -28.17  153.50    6 Coolangatta
1135 YBCS      0  -16.88  145.75    7 Cairns
1136 YBHM      0  -20.35  148.95    5 Hamilton Island
1137 YBMC      0  -26.60  153.10    3 Maroochydore
1138 YBRM      0  -17.95  122.22    9 Broome
1139 YBTL      0  -19.25  146.75    9 Townsville
0765  YHM  71263   43.17  -79.94  237 Hamilton Airport, ON
0756  YKA  71887   50.70 -120.45  346 Kamloops, BC
1352  YKD      0   68.22 -135.00    7 Aklavik Airport, NW/CN
2257  YKF      0   43.45  -80.48  316 Kitchener
0759  YKL  71828   54.80  -66.80  522 Schefferville, QB
1140 YMAV      0  -38.03  144.47   11 Avalon
1141 YMHB      0  -42.83  147.48   27 Hobart
1142 YMLT      0  -41.53  147.20  171 Launceston
0750 YMML  94866  -37.67  144.83   14 Melbourne Intl, AU
0764  YMX      0   45.68  -74.04   82 Montreal/Mirabel
0763  YNN  78073   25.05  -77.47    3 Nassau Intl, BA
0747  YOW  71628   45.32  -75.67  126 Ottawa Intl, ON
1144 YPAD      0  -34.93  138.52    4 Adelaide
1145 YPDN      0  -12.40  130.87   30 Darwin
1146 YPKA      0  -20.72  116.77    9 Karratha
1147 YPKG      0  -30.78  121.45  367 Kalgoorlie
1148 YPPH      0  -31.93  115.95   29 Perth
2255  YQR      0   50.43 -104.67  577 Regina Municipal
2254  YQT      0   48.38  -89.25  199 Thunder Bay
1149 YSCB      0  -35.30  149.18  580 Canberra
1203 YSNF  94996  -29.03  167.93  113 Norfolk Island
0758 YSSY  94767  -33.95  151.18    3 Sydney Intl, NW
1746  YTL  54662   38.96  121.54   33 Dalian/Zhoushuizi, C
0745  YUL  71627   45.47  -73.75   30 Montreal/Dorval, QB/CN
0754  YVR  71892   49.18 -123.18    2 Vancouver Intl, BC/CN
2252  YWG  71852   49.91  -97.23  239 Winnipeg, MB/CN
2251  YXU      0   43.03  -81.15  277 London Municipal
0746  YYC  71877   51.12 -114.02 1084 Calgary Intl, AB/CN
0753  YYZ  71624   43.68  -79.63  176 Toronto Intl, ON/CN
1832  YZF  71936   62.46 -114.44  206 Yellowknife Airport, NW/CN
0755 ZBAA  54511   40.08  116.60   35 Beijing/Peking, CI
2283 ZBYN  53772   37.75  112.63  785 Wusu/Taiyuan, CI
2299 ZFSZ  58847   25.93  119.66   14 Fuzhou/Changle, CI
2298 ZGCS  57687   28.18  113.22   66 Changsha/Huanghua, CI
2285 ZGGG  59287   23.39  113.30   15 Baiyun/Guangzhou, CI
2284 ZGKL  57957   25.23  110.04  174 Liangjiang/Guilin, CI
2626 ZGSZ  59493   22.64  113.81    4 Baoan/Shenzhen, CN
1260 ZGSZ  59493   22.64  113.81    4 Baoan/Shenzhen, CN
2307 ZHCC  57083   34.52  113.84  151 Zhengzhou/Xinzheng, CI
0752  ZIH      0   17.65 -101.45    6 Zihuatanejo, MX
2305 ZLXY      0   34.45  108.75  479 Xi An/Xianyang, CI
2367 ZSAM  59134   24.54  118.13   18 Xiamen/Gaoqi, CI
2302 ZSCN  58606   28.86  115.90   44 Nanchang/Changbei, CI
2300 ZSHC  58457   30.23  120.43    7 Hangzhou/Xiaoshan, CI
2303 ZSNJ  58238   31.74  118.86   15 Nanjing/Lukou, CI
0757 ZSPD      0   31.14  121.79    3 Shanghai/Pudong
2304 ZSQD  54857   36.26  120.38   10 Qingdao/Liuting, CI
1433 ZSSS  58367   31.17  121.43    7 Hongqiao, China
2346 ZUCK  57516   29.72  106.64  416 Chongqing/Jiangbei, CI
2345 ZUUU  56294   30.58  103.95  495 Chengdu/Shuangliu, CI
2315 ZXXX  57558   29.13  110.47  184 Zhangjaijie/Hehua, CI
2297 ZYCC  54161   43.91  125.20  229 Changchun/Dafangshen, CI
2301 ZYHB  50953   45.62  126.25  139 Harbin/Taiping, CI
2344 ZYST      0   37.40  121.37   18 Yantai/Laishan, CI
2343 ZYTL  54662   38.96  121.54   33 Dalian/Zhoushuizi, CI
2342 ZYTX  54342   41.64  123.48   60 Shenyang/Taoxian, CI
2306 ZYYJ      0   42.88  129.45  190 Yanji, CI



Prepared  by Bill Moninger,
moninger@fsl.noaa.gov





Last modified: Tue Jan 17 20:49:43 GMT 2017

